_c0,signal_std,signal_rad,pluie,timestamp
2022-11-10T23:15:00.000+01:00,-22.666618,-29.608736,0,2022-11-10T23:15:00.000+01:00
2022-11-10T23:16:00.000+01:00,-22.66662,-29.6027,0,2022-11-10T23:16:00.000+01:00
2022-11-10T23:17:00.000+01:00,-22.667685,-29.613352,0,2022-11-10T23:17:00.000+01:00
2022-11-10T23:18:00.000+01:00,-22.673012,-29.614418,0,2022-11-10T23:18:00.000+01:00
2022-11-10T23:19:00.000+01:00,-22.6652,-29.614418,0,2022-11-10T23:19:00.000+01:00
2022-11-10T23:20:00.000+01:00,-22.671947,-29.621164,0,2022-11-10T23:20:00.000+01:00
2022-11-10T23:21:00.000+01:00,-22.659163,-29.613708,0,2022-11-10T23:21:00.000+01:00
2022-11-10T23:22:00.000+01:00,-22.66804,-29.626492,0,2022-11-10T23:22:00.000+01:00
2022-11-10T23:23:00.000+01:00,-22.675142,-29.624716,0,2022-11-10T23:23:00.000+01:00
2022-11-10T23:24:00.000+01:00,-22.676207,-29.634304,0,2022-11-10T23:24:00.000+01:00
2022-11-10T23:25:00.000+01:00,-22.668396,-29.63608,0,2022-11-10T23:25:00.000+01:00
2022-11-10T23:26:00.000+01:00,-22.677982,-29.630753,0,2022-11-10T23:26:00.000+01:00
2022-11-10T23:27:00.000+01:00,-22.680824,-29.641407,0,2022-11-10T23:27:00.000+01:00
2022-11-10T23:28:00.000+01:00,-22.687216,-29.637856,0,2022-11-10T23:28:00.000+01:00
2022-11-10T23:29:00.000+01:00,-22.702486,-29.641407,0,2022-11-10T23:29:00.000+01:00
2022-11-10T23:30:00.000+01:00,-22.688282,-29.641762,0,2022-11-10T23:30:00.000+01:00
2022-11-10T23:31:00.000+01:00,-22.695383,-29.63821,0,2022-11-10T23:31:00.000+01:00
2022-11-10T23:32:00.000+01:00,-22.681534,-29.639631,0,2022-11-10T23:32:00.000+01:00
2022-11-10T23:33:00.000+01:00,-22.686506,-29.642471,0,2022-11-10T23:33:00.000+01:00
2022-11-10T23:34:00.000+01:00,-22.685795,-29.644247,0,2022-11-10T23:34:00.000+01:00
2022-11-10T23:35:00.000+01:00,-22.690767,-29.641762,0,2022-11-10T23:35:00.000+01:00
2022-11-10T23:36:00.000+01:00,-22.682598,-29.651705,0,2022-11-10T23:36:00.000+01:00
2022-11-10T23:37:00.000+01:00,-22.675497,-29.65135,0,2022-11-10T23:37:00.000+01:00
2022-11-10T23:38:00.000+01:00,-22.685085,-29.648153,0,2022-11-10T23:38:00.000+01:00
2022-11-10T23:39:00.000+01:00,-22.693607,-29.643892,0,2022-11-10T23:39:00.000+01:00
2022-11-10T23:40:00.000+01:00,-22.682955,-29.655611,0,2022-11-10T23:40:00.000+01:00
2022-11-10T23:41:00.000+01:00,-22.701775,-29.650995,0,2022-11-10T23:41:00.000+01:00
2022-11-10T23:42:00.000+01:00,-22.673721,-29.660938,0,2022-11-10T23:42:00.000+01:00
2022-11-10T23:43:00.000+01:00,-22.69787,-29.676918,0,2022-11-10T23:43:00.000+01:00
2022-11-10T23:44:00.000+01:00,-22.68331,-29.673012,0,2022-11-10T23:44:00.000+01:00
2022-11-10T23:45:00.000+01:00,-22.694319,-29.680824,0,2022-11-10T23:45:00.000+01:00
2022-11-10T23:46:00.000+01:00,-22.688282,-29.677982,0,2022-11-10T23:46:00.000+01:00
2022-11-10T23:47:00.000+01:00,-22.68757,-29.69041,0,2022-11-10T23:47:00.000+01:00
2022-11-10T23:48:00.000+01:00,-22.703907,-29.682245,0,2022-11-10T23:48:00.000+01:00
2022-11-10T23:49:00.000+01:00,-22.706747,-29.684376,0,2022-11-10T23:49:00.000+01:00
2022-11-10T23:50:00.000+01:00,-22.706747,-29.682243,0,2022-11-10T23:50:00.000+01:00
2022-11-10T23:51:00.000+01:00,-22.699646,-29.691122,0,2022-11-10T23:51:00.000+01:00
2022-11-10T23:52:00.000+01:00,-22.68473,-29.701775,0,2022-11-10T23:52:00.000+01:00
2022-11-10T23:53:00.000+01:00,-22.691477,-29.698223,0,2022-11-10T23:53:00.000+01:00
2022-11-10T23:54:00.000+01:00,-22.6826,-29.71385,0,2022-11-10T23:54:00.000+01:00
2022-11-10T23:55:00.000+01:00,-22.694674,-29.715626,0,2022-11-10T23:55:00.000+01:00
