_c0,signal_std,signal_rad,pluie,timestamp
2022-07-25T21:13:00.000+02:00,-22.050852,-29.334944,0,2022-07-25T21:13:00.000+02:00
2022-07-25T21:14:00.000+02:00,-22.052982,-29.333168,0,2022-07-25T21:14:00.000+02:00
2022-07-25T21:15:00.000+02:00,-22.054049,-29.329971,0,2022-07-25T21:15:00.000+02:00
2022-07-25T21:16:00.000+02:00,-22.047302,-29.32429,0,2022-07-25T21:16:00.000+02:00
2022-07-25T21:17:00.000+02:00,-22.049788,-29.326065,0,2022-07-25T21:17:00.000+02:00
2022-07-25T21:18:00.000+02:00,-22.051208,-29.330326,0,2022-07-25T21:18:00.000+02:00
2022-07-25T21:19:00.000+02:00,-22.0576,-29.324646,0,2022-07-25T21:19:00.000+02:00
2022-07-25T21:20:00.000+02:00,-22.056534,-29.330683,0,2022-07-25T21:20:00.000+02:00
2022-07-25T21:21:00.000+02:00,-22.071804,-29.328907,0,2022-07-25T21:21:00.000+02:00
2022-07-25T21:22:00.000+02:00,-22.067543,-29.329971,0,2022-07-25T21:22:00.000+02:00
2022-07-25T21:23:00.000+02:00,-22.068607,-29.328197,0,2022-07-25T21:23:00.000+02:00
2022-07-25T21:24:00.000+02:00,-22.070383,-29.326065,0,2022-07-25T21:24:00.000+02:00
2022-07-25T21:25:00.000+02:00,-22.068964,-29.32358,0,2022-07-25T21:25:00.000+02:00
2022-07-25T21:26:00.000+02:00,-22.072159,-29.323225,0,2022-07-25T21:26:00.000+02:00
2022-07-25T21:27:00.000+02:00,-22.07784,-29.325,0,2022-07-25T21:27:00.000+02:00
2022-07-25T21:28:00.000+02:00,-22.080326,-29.32642,0,2022-07-25T21:28:00.000+02:00
2022-07-25T21:29:00.000+02:00,-22.086365,-29.325,0,2022-07-25T21:29:00.000+02:00
2022-07-25T21:30:00.000+02:00,-22.08885,-29.325,0,2022-07-25T21:30:00.000+02:00
2022-07-25T21:31:00.000+02:00,-22.08743,-29.323935,0,2022-07-25T21:31:00.000+02:00
2022-07-25T21:32:00.000+02:00,-22.094177,-29.325,0,2022-07-25T21:32:00.000+02:00
2022-07-25T21:33:00.000+02:00,-22.093466,-29.32642,0,2022-07-25T21:33:00.000+02:00
2022-07-25T21:34:00.000+02:00,-22.081392,-29.326777,0,2022-07-25T21:34:00.000+02:00
2022-07-25T21:35:00.000+02:00,-22.087074,-29.320383,0,2022-07-25T21:35:00.000+02:00
2022-07-25T21:36:00.000+02:00,-22.08672,-29.322868,0,2022-07-25T21:36:00.000+02:00
2022-07-25T21:37:00.000+02:00,-22.067898,-29.325,0,2022-07-25T21:37:00.000+02:00
2022-07-25T21:38:00.000+02:00,-22.077131,-29.32429,0,2022-07-25T21:38:00.000+02:00
2022-07-25T21:39:00.000+02:00,-22.081038,-29.324646,0,2022-07-25T21:39:00.000+02:00
2022-07-25T21:40:00.000+02:00,-22.076065,-29.320383,0,2022-07-25T21:40:00.000+02:00
2022-07-25T21:41:00.000+02:00,-22.081392,-29.325,0,2022-07-25T21:41:00.000+02:00
2022-07-25T21:42:00.000+02:00,-22.075356,-29.316833,0,2022-07-25T21:42:00.000+02:00
2022-07-25T21:43:00.000+02:00,-22.065056,-29.32145,0,2022-07-25T21:43:00.000+02:00
2022-07-25T21:44:00.000+02:00,-22.07074,-29.32074,0,2022-07-25T21:44:00.000+02:00
2022-07-25T21:45:00.000+02:00,-22.064701,-29.318607,0,2022-07-25T21:45:00.000+02:00
2022-07-25T21:46:00.000+02:00,-22.06115,-29.314701,0,2022-07-25T21:46:00.000+02:00
2022-07-25T21:47:00.000+02:00,-22.056534,-29.316477,0,2022-07-25T21:47:00.000+02:00
2022-07-25T21:48:00.000+02:00,-22.047657,-29.316833,0,2022-07-25T21:48:00.000+02:00
2022-07-25T21:49:00.000+02:00,-22.041973,-29.317898,0,2022-07-25T21:49:00.000+02:00
2022-07-25T21:50:00.000+02:00,-22.04233,-29.322159,0,2022-07-25T21:50:00.000+02:00
2022-07-25T21:51:00.000+02:00,-22.032387,-29.316833,0,2022-07-25T21:51:00.000+02:00
2022-07-25T21:52:00.000+02:00,-22.023153,-29.314701,0,2022-07-25T21:52:00.000+02:00
2022-07-25T21:53:00.000+02:00,-22.018892,-29.314346,0,2022-07-25T21:53:00.000+02:00
2022-07-25T21:54:00.000+02:00,-22.02635,-29.316833,0,2022-07-25T21:54:00.000+02:00
2022-07-25T21:55:00.000+02:00,-22.009659,-29.316479,0,2022-07-25T21:55:00.000+02:00
2022-07-25T21:56:00.000+02:00,-22.014277,-29.319674,0,2022-07-25T21:56:00.000+02:00
2022-07-25T21:57:00.000+02:00,-22.006107,-29.318607,0,2022-07-25T21:57:00.000+02:00
2022-07-25T21:58:00.000+02:00,-22.005043,-29.316477,0,2022-07-25T21:58:00.000+02:00
2022-07-25T21:59:00.000+02:00,-22.009304,-29.316833,0,2022-07-25T21:59:00.000+02:00
2022-07-25T22:00:00.000+02:00,-22.003267,-29.316479,0,2022-07-25T22:00:00.000+02:00
2022-07-25T22:01:00.000+02:00,-22.007528,-29.320738,0,2022-07-25T22:01:00.000+02:00
2022-07-25T22:02:00.000+02:00,-22.009304,-29.321095,0,2022-07-25T22:02:00.000+02:00
2022-07-25T22:03:00.000+02:00,-22.024574,-29.316122,0,2022-07-25T22:03:00.000+02:00
2022-07-25T22:04:00.000+02:00,-22.021023,-29.313637,0,2022-07-25T22:04:00.000+02:00
2022-07-25T22:05:00.000+02:00,-22.030256,-29.32145,0,2022-07-25T22:05:00.000+02:00
2022-07-25T22:06:00.000+02:00,-22.044815,-29.317898,0,2022-07-25T22:06:00.000+02:00
2022-07-25T22:07:00.000+02:00,-22.05973,-29.323225,0,2022-07-25T22:07:00.000+02:00
2022-07-25T22:08:00.000+02:00,-22.062216,-29.314346,0,2022-07-25T22:08:00.000+02:00
2022-07-25T22:09:00.000+02:00,-22.078907,-29.312572,0,2022-07-25T22:09:00.000+02:00
2022-07-25T22:10:00.000+02:00,-22.097727,-29.31541,0,2022-07-25T22:10:00.000+02:00
2022-07-25T22:11:00.000+02:00,-22.100569,-29.321804,0,2022-07-25T22:11:00.000+02:00
2022-07-25T22:12:00.000+02:00,-22.116194,-29.30973,0,2022-07-25T22:12:00.000+02:00
2022-07-25T22:13:00.000+02:00,-22.117615,-29.30973,0,2022-07-25T22:13:00.000+02:00
2022-07-25T22:14:00.000+02:00,-22.135725,-29.312216,0,2022-07-25T22:14:00.000+02:00
2022-07-25T22:15:00.000+02:00,-22.13821,-29.316122,0,2022-07-25T22:15:00.000+02:00
2022-07-25T22:16:00.000+02:00,-22.158096,-29.313992,0,2022-07-25T22:16:00.000+02:00
2022-07-25T22:17:00.000+02:00,-22.175142,-29.307245,0,2022-07-25T22:17:00.000+02:00
2022-07-25T22:18:00.000+02:00,-22.158451,-29.314346,0,2022-07-25T22:18:00.000+02:00
2022-07-25T22:19:00.000+02:00,-22.166264,-29.31044,0,2022-07-25T22:19:00.000+02:00
2022-07-25T22:20:00.000+02:00,-22.197514,-29.30902,0,2022-07-25T22:20:00.000+02:00
